pickup_lat,pickup_lon,moneyPerHour
52.09319,5.17695,39.480000000000004
51.41972,5.50334,40.8
52.05469,5.119,22.26923076923077
51.94535,4.51494,32.261538461538464
52.1056,5.13254,24.890322580645158
52.36298,4.90663,43.3
51.40426,5.44594,31.4
51.95784,4.51581,23.376
52.38348,4.8606,27.119999999999997
51.95763,4.51981,34.68
52.07719,4.28746,27.457142857142863
52.04473,4.29302,8.436363636363636
52.34498,4.84592,25.40625
52.11078,5.13259,27.693749999999998
51.48256,5.45089,19.2
51.40649,5.45487,34.22608695652173
52.3397,4.84998,9.445161290322579
52.06058,5.07112,33.852631578947374
51.95846,4.52482,22.53529411764706
52.05715,5.12198,18.321428571428573
52.3853,4.8602,44.236363636363635
52.09194,4.30978,106.03333333333333
52.34462,4.84438,24.02307692307692
51.95855,4.51971,26.175
52.38321,4.85809,20.65945945945946
51.9434,4.51788,13.12307692307692
52.03383,4.33594,31.11219512195122
51.40771,5.45669,16.12258064516129
52.36623,4.92825,56.13
52.09407,4.3076,6.812903225806451
52.05773,5.07175,14.573684210526316
51.91347,4.45455,36.0
52.34085,4.84816,20.52
51.47954,5.4514,17.4
52.33036,4.90335,68.6
51.40943,5.44974,14.793103448275863
52.10887,5.13809,85.06666666666666
52.08235,4.28554,46.690909090909095
51.46722,5.51603,5.090322580645161
52.34098,4.84301,14.56
52.36704,4.93144,4.433333333333334
52.04403,4.29123,67.35000000000001
51.46571,5.51625,25.913513513513514
52.0946,5.17167,6.978947368421053
52.09336,4.30585,96.8
51.94315,4.51326,41.7
52.36295,4.92832,9.6
52.05392,5.11883,75.26666666666667
52.08427,5.16124,11.448648648648648
51.40916,5.45186,36.857142857142854
52.38819,4.8533,13.584
52.09538,5.17541,35.7
51.88725,4.43106,13.18
52.05291,4.32314,6.811764705882353
52.40069,4.9484,64.95
52.33128,4.89962,8.286486486486487
52.34148,4.84264,10.96551724137931
52.36407,4.93011,26.275862068965516
51.91364,4.45798,16.35714285714286
52.08117,4.28819,84.0
51.46237,5.51754,4.741935483870968
51.94428,4.51684,33.300000000000004
51.89812,4.48973,23.568
51.91113,4.43609,8.019512195121951
51.40786,5.44135,73.45714285714286
52.0339,4.32916,19.655172413793103
52.06146,5.07595,14.282926829268293
51.94447,4.51117,19.133333333333336
52.38362,4.85805,21.545454545454547
52.0343,4.32888,46.8
51.94576,4.51347,11.381818181818181
52.05767,5.1231,21.446153846153845
51.47809,5.44869,9.415384615384616
51.40687,5.45376,19.733333333333334
51.90702,4.43772,27.09
51.90025,4.4939,19.594285714285714
52.07758,4.28197,11.09032258064516
52.05746,5.07257,44.04
51.40698,5.44352,5.048275862068965
51.46658,5.51388,57.93333333333333
52.10509,5.13065,8.057142857142857
52.09585,4.30871,21.133333333333333
51.90985,4.43794,24.372413793103448
51.89723,4.48931,15.754838709677419
52.40195,4.95042,41.7
51.94734,4.5178,82.11428571428571
52.09136,4.24619,55.2
51.40701,5.45644,31.52
51.42175,5.50159,44.2
51.40923,5.44896,25.55
52.03165,4.33526,20.46666666666667
52.08239,5.16539,19.993548387096773
52.36675,4.9333,14.813793103448276
52.36008,4.89904,11.000000000000002
51.95549,4.52507,20.474999999999998
51.95496,4.52294,19.35
52.32573,4.90532,23.485714285714288
51.46378,5.51765,24.247058823529414
52.32809,4.90357,8.205882352941178
52.06202,5.07399,26.82
52.05576,4.32534,54.092307692307685
51.95426,4.52494,8.78048780487805
52.05629,5.11719,9.77142857142857
52.34367,4.84356,77.83636363636364
51.94349,4.51296,19.358823529411765
52.05184,4.32204,41.86153846153846
52.0549,4.3276,12.352941176470589
52.08501,5.16693,45.720000000000006
52.07746,4.27931,6.4363636363636365
51.40772,5.44092,40.48965517241379
52.09121,4.31249,52.5
52.08126,4.28536,18.844444444444445
52.36363,4.93448,7.0874999999999995
51.40523,5.452,43.800000000000004
52.32742,4.89809,22.75862068965517
52.09265,5.1723,35.94782608695652
51.40519,5.45629,29.634782608695648
52.10585,5.12918,58.83529411764707
52.09383,4.30483,5.258823529411765
52.08449,5.1637,111.77142857142856
52.34189,4.84818,6.703448275862069
52.08148,5.15942,42.9375
52.33048,4.90168,27.028571428571432
52.0593,5.07424,15.394285714285713
52.08716,4.24416,13.928571428571429
51.46468,5.51518,64.53333333333333
52.08444,5.16206,31.728
52.36077,4.90396,28.17
52.36145,4.90165,9.533333333333333
52.04443,4.29074,28.83529411764706
51.91039,4.45391,18.599999999999998
52.111,5.13761,15.186206896551724
52.09429,4.31071,45.199999999999996
