pickup_lat,pickup_lon,moneyPerHour
51.48256,5.45089,19.2
52.3397,4.84998,9.445161290322579
52.40069,4.9484,64.95
51.89812,4.48973,23.568
51.94576,4.51347,11.381818181818181
52.36675,4.9333,14.813793103448276
51.94349,4.51296,19.358823529411765
52.09121,4.31249,52.5
52.36363,4.93448,7.0874999999999995
51.8838,4.43027,20.742857142857144
52.38768,4.86089,9.323076923076924
52.09435,4.30484,46.641176470588235
52.08063,5.16202,14.64
51.89766,4.49056,41.46666666666667
52.36411,4.93336,64.2
51.89855,4.49021,55.36
52.35983,4.90697,32.800000000000004
52.32832,4.9057,18.26
52.0465,4.29531,41.625
51.91467,4.45767,9.575
52.1081,5.13356,16.16842105263158
51.40615,5.44444,14.571428571428571
52.09449,5.17106,30.233333333333334
51.94233,4.51914,29.12307692307692
52.09117,4.30572,10.446153846153846
52.10739,5.13449,31.263157894736846
52.08001,5.16456,23.676923076923075
52.07767,4.28075,15.907692307692306
52.09181,4.31129,40.68000000000001
51.4196,5.50302,14.215384615384615
52.32886,4.8987,44.236363636363635
52.08112,4.28001,34.519999999999996
51.40411,5.4494,36.675
52.34468,4.84456,18.75428571428571
51.89837,4.48893,17.04
52.3883,4.8613,14.511111111111111
51.40603,5.44874,37.4
52.11007,5.13771,21.243750000000002
52.05593,4.32356,48.73043478260869
51.48302,5.45188,10.741935483870966
51.95609,4.52451,27.65714285714286
52.0441,4.28974,14.25
52.09221,5.17203,10.385714285714286
51.94459,4.51515,26.2
51.95621,4.51799,30.942857142857147
52.36228,4.92971,60.0
52.04166,4.28979,53.1
52.10785,5.13091,9.436363636363637
51.47899,5.45088,22.84137931034483
51.89776,4.48948,5.7214285714285715
52.05628,4.32491,58.97142857142857
51.90933,4.43581,19.555555555555557
52.36189,4.89963,33.96
51.40477,5.44697,21.654545454545456
52.09622,4.3107,58.285714285714285
51.89686,4.49027,19.16470588235294
52.09618,5.177,20.831999999999997
52.05225,4.32023,23.976
52.03272,4.33127,12.123529411764707
51.89997,4.49447,22.44545454545455
52.1065,5.13651,16.414285714285715
51.91082,4.45977,54.900000000000006
51.48167,5.44612,82.11428571428571
52.05698,5.1218,19.42105263157895
52.38844,4.85485,10.010526315789473
51.42061,5.50425,46.69090909090909
52.40317,4.94896,9.942857142857141
51.42326,5.5094,12.620689655172413
52.08246,4.28419,8.033333333333335
51.88416,4.42984,12.84
51.4782,5.45376,34.87826086956521
51.40578,5.44066,3.9692307692307693
52.09377,4.30774,77.1
52.09472,4.30909,28.581818181818186
52.36541,4.93336,16.733333333333334
52.09594,4.31207,14.477419354838709
52.33009,4.9056,3.916666666666667
52.34129,4.84188,67.19999999999999
52.07857,4.28788,56.4
52.10879,5.13309,105.14999999999999
51.91206,4.46019,6.400000000000001
51.46215,5.51579,22.799999999999997
52.05817,5.0744,17.496
51.89618,4.49582,28.064516129032256
51.40774,5.44169,35.44
52.10913,5.13024,25.338461538461537
52.10735,5.12956,14.381818181818181
52.06204,5.07355,18.0
51.46393,5.52061,13.933333333333334
52.07909,4.28732,23.808
51.95657,4.51803,51.349999999999994
52.09747,5.17679,53.29090909090909
52.09146,4.30817,4.435714285714285
52.07858,4.28741,23.30625
52.05803,5.11611,16.872
52.07945,4.28661,15.677419354838708
52.36332,4.92618,13.415384615384616
51.40685,5.45515,5.82439024390244
52.10486,5.13361,34.2
52.36107,4.90627,13.761290322580644
52.03481,4.3321,19.0
51.95595,4.51751,40.03333333333333
52.05489,4.32057,12.892682926829268
52.04299,4.29006,14.027586206896553
52.06127,5.06835,24.0
51.40456,5.44975,23.53333333333333
52.05668,5.11469,19.0
51.912,4.4564,22.8
51.40494,5.44129,29.018181818181823
52.02935,4.33055,50.400000000000006
51.89808,4.49463,9.507692307692308
52.05774,5.12371,53.25
51.46599,5.51559,3.308108108108108
52.05283,4.32459,44.93333333333334
52.38731,4.85455,23.633333333333333
52.05266,5.12077,10.170731707317072
51.94415,4.51289,14.611764705882353
51.40748,5.4492,30.0
52.38687,4.85982,60.6
52.08662,4.24877,13.78421052631579
51.40669,5.451,57.525
52.34202,4.84633,13.374193548387096
52.09077,4.25112,80.925
51.4054,5.44326,43.92631578947368
52.10837,5.13023,46.86666666666667
52.40198,4.94933,40.333333333333336
52.05154,4.32241,25.366666666666667
51.91197,4.43423,21.434482758620693
