pickup_lat,pickup_lon,moneyPerHour
51.41972,5.50334,40.8
51.88725,4.43106,13.18
52.34148,4.84264,10.96551724137931
52.09585,4.30871,21.133333333333333
51.40701,5.45644,31.52
52.36008,4.89904,11.000000000000002
51.40519,5.45629,29.634782608695648
51.8955,4.48971,11.523529411764706
52.02941,4.33104,23.169230769230765
52.34207,4.84937,15.942857142857145
52.05352,5.11895,60.400000000000006
52.09383,5.17603,15.504
52.09177,4.24501,7.326315789473684
51.46456,5.51974,12.222857142857142
51.4092,5.45281,16.371428571428574
52.04376,4.29662,21.094736842105263
52.10578,5.13269,42.10909090909091
51.94329,4.51402,10.580487804878048
52.11002,5.13787,15.795
52.34124,4.84699,29.778947368421054
51.89938,4.49241,27.57391304347826
52.05154,4.32505,16.89375
52.10849,5.12895,26.114285714285717
52.10687,5.13538,15.600000000000001
52.09661,5.17774,13.360975609756098
52.40234,4.94614,12.411428571428571
51.88465,4.43351,55.88571428571428
51.40513,5.44795,22.35
52.05463,5.12151,14.2
52.05221,5.12027,50.31818181818182
51.91131,4.44004,22.551724137931036
51.95356,4.51653,11.046153846153846
52.10923,5.13089,24.227586206896554
51.95526,4.51836,13.531578947368422
51.42234,5.50394,20.91
52.02994,4.32946,46.56
51.90911,4.46039,42.675000000000004
52.38731,4.86006,40.2
52.32686,4.90433,32.082352941176474
52.08151,5.16218,12.371428571428572
52.35901,4.90297,38.858823529411765
52.33112,4.90442,29.849999999999998
52.38754,4.85916,18.444444444444446
52.05786,5.12336,18.0
51.88339,4.43637,33.93333333333334
52.32701,4.90369,14.816666666666668
52.32731,4.89797,29.242105263157896
51.40494,5.44928,72.46666666666667
52.3592,4.90476,30.547826086956523
51.40734,5.44066,13.29
52.10899,5.1305,16.994594594594595
52.38506,4.85218,21.24705882352941
52.08161,5.16313,15.913043478260867
52.05187,4.32179,25.371428571428574
51.95542,4.52377,37.06956521739131
51.9112,4.4367,20.22857142857143
52.09285,4.3038,16.933333333333334
51.48248,5.45038,12.17142857142857
52.36187,4.9017,13.878260869565217
52.34005,4.85115,13.565853658536584
51.46623,5.52268,15.52
52.34264,4.84254,37.642105263157895
52.03442,4.32907,22.37419354838709
51.40414,5.45714,28.48421052631579
52.32944,4.89855,56.64
51.42206,5.50266,43.89999999999999
51.4199,5.50134,14.644444444444444
52.05376,4.32654,30.06
52.09233,4.30911,34.05882352941177
51.91042,4.45437,46.114285714285714
52.35864,4.90037,17.072727272727274
52.033,4.32869,12.473684210526317
51.91309,4.4569,11.215384615384615
52.05443,4.32548,22.768421052631577
51.90913,4.43381,33.44
52.38775,4.85316,16.8
51.40504,5.45254,33.6
52.40064,4.94292,21.0
52.06049,5.07047,11.100000000000001
51.40609,5.453,15.777777777777777
51.46446,5.51761,84.33333333333334
52.36417,4.89931,12.977777777777778
52.40165,4.95012,35.0
52.07814,4.28742,33.32
52.34389,4.84249,67.71428571428572
51.88646,4.43277,18.942857142857143
51.40755,5.44387,24.575
51.42068,5.50929,21.951724137931038
51.40485,5.44831,8.35135135135135
51.94804,4.51507,23.868750000000002
51.89981,4.49499,13.569230769230769
52.35833,4.89958,28.472727272727273
52.32796,4.90037,51.92
52.09296,4.30507,53.625
51.888,4.43656,37.581818181818186
52.40094,4.94305,9.951219512195122
52.07893,4.27936,12.436363636363636
52.08938,4.25159,19.745454545454542
52.0948,4.31153,26.79230769230769
52.0956,4.30664,13.872
51.91256,4.45629,12.833333333333334
52.32867,4.90346,14.634146341463415
52.40324,4.94337,20.79375
51.40917,5.44873,19.658823529411766
52.08703,4.24682,9.956756756756755
51.90907,4.4584,24.768
52.06242,5.07071,35.16
51.41936,5.50756,12.075000000000001
52.38778,4.86005,22.01739130434782
52.38761,4.85725,24.72
51.91056,4.45098,19.638461538461538
