pickup_lat,pickup_lon,moneyPerHour
51.90891,4.46674,3.6
52.09784,4.24868,8.424999999999999
52.14048,5.08635,20.496
52.4117,4.9062,10.990909090909092
52.13746,5.0624,7.12258064516129
52.06671,4.33375,8.325000000000001
51.44097,5.53051,4.539622641509434
51.44402,5.42007,4.682608695652173
51.93823,4.42955,7.036363636363637
52.06949,4.36599,5.680851063829787
51.44539,5.42187,11.426086956521738
52.0934,4.36022,2.522448979591837
51.96885,4.50777,4.800000000000001
52.34646,4.92649,10.827272727272728
52.3683,4.94172,13.17
52.0649,4.33512,18.085714285714285
52.0719,4.36484,52.349999999999994
52.36885,4.94243,9.75
52.39807,4.92577,4.03125
52.03185,4.28263,13.3
52.36695,4.91348,9.0
51.45876,5.42818,6.672727272727272
51.9598,4.53328,9.3
51.89006,4.44886,9.6
52.11291,5.15424,9.696
52.09719,4.23957,17.2
52.04394,5.09844,14.420689655172415
51.96533,4.45068,4.819354838709677
52.37155,4.88748,3.6685714285714286
51.91913,4.41808,5.121951219512195
52.11261,5.14917,8.016
52.04469,5.09702,18.48
52.02883,4.28132,14.85
52.37202,4.88561,5.556521739130434
51.96429,4.45318,9.278571428571428
52.41202,4.86853,6.514285714285713
52.3704,4.94681,5.083636363636364
52.02953,4.28513,7.591304347826087
52.10982,5.09049,5.255172413793104
52.09497,4.30866,4.213333333333334
52.1395,5.09177,8.441379310344828
51.39675,5.42707,14.45
52.39858,4.92232,10.984615384615383
52.11024,5.09671,11.55
52.07115,5.15032,14.520000000000001
52.37207,4.88965,8.937931034482759
52.11246,5.14921,17.28
51.39706,5.48498,7.915384615384616
51.45937,5.4311,8.01290322580645
52.09756,4.30967,3.2425531914893617
51.39905,5.47906,8.930769230769231
52.39681,4.93058,8.2
51.9596,4.5359,24.06
51.88659,4.4521,26.584615384615383
51.45945,5.43643,11.435294117647059
52.10085,4.2451,5.4
52.36875,4.93679,11.114285714285716
52.41376,4.86546,8.228571428571428
52.41013,4.86496,10.56
51.42018,5.47338,5.682352941176471
52.13585,5.06049,7.885714285714285
51.97206,4.50329,23.133333333333333
51.96841,4.44231,6.406451612903226
51.9223,4.4217,12.847058823529412
51.44255,5.53343,9.471428571428572
51.95628,4.53295,24.72
51.45474,5.43752,3.3375
52.02988,4.28117,10.418181818181818
52.11263,5.15586,14.828571428571427
52.09562,4.3604,22.650000000000002
52.40971,4.90633,6.685714285714285
51.93655,4.43745,3.9846153846153842
51.90586,4.47423,3.924
52.06759,4.33402,6.24
52.09696,4.31307,2.4981818181818185
51.44478,5.41075,67.38000000000001
52.06946,4.36463,16.984615384615385
52.41313,4.86484,3.670588235294118
51.90813,4.46899,10.585714285714287
51.92399,4.41253,11.494736842105263
51.9682,4.44665,9.085714285714285
52.41384,4.90445,6.370588235294117
52.36153,4.90896,4.280769230769231
51.95618,4.53722,25.740000000000002
51.39513,5.42254,11.64
52.34477,4.93234,8.15625
52.09423,4.30748,8.296551724137931
51.90892,4.47171,12.157894736842106
51.95669,4.5391,9.540000000000001
52.41025,4.86547,13.3875
51.91895,4.42123,20.26153846153846
52.39507,4.9246,24.75
52.04187,5.09572,8.16
51.44477,5.42173,6.52258064516129
52.41226,4.90952,10.777777777777777
51.40198,5.48748,23.175
51.90822,4.4652,5.438709677419355
51.96567,4.45567,16.119999999999997
51.44541,5.53427,25.680000000000003
52.13574,5.08867,20.8
51.90473,4.46547,21.54
51.44733,5.41865,6.0
52.39956,4.93035,7.5600000000000005
52.36755,4.89319,5.921739130434783
52.36873,4.93928,7.762499999999999
