pickup_lat,pickup_lon,moneyPerHour
52.09194,4.30978,106.03333333333333
52.34462,4.84438,24.02307692307692
51.46571,5.51625,25.913513513513514
52.09336,4.30585,96.8
51.40772,5.44092,40.48965517241379
52.0877,4.25262,64.32
52.09153,4.30968,38.713043478260865
52.09216,5.17529,22.2
51.88812,4.43257,12.154285714285713
52.09093,4.2437,30.49565217391304
52.03409,4.32828,77.22857142857143
52.05288,5.11468,11.818181818181817
51.40447,5.44868,115.88571428571429
52.0556,4.32585,38.51538461538462
51.94661,4.52083,33.349999999999994
51.89967,4.49367,15.38823529411765
51.88407,4.43027,16.750000000000004
51.46748,5.51986,9.705882352941178
52.40447,4.9479,21.542857142857144
52.05248,5.11568,10.06829268292683
52.10864,5.13466,34.44
52.05907,5.0704,16.138461538461538
52.38754,4.85673,25.95
52.09287,4.30482,32.88
51.90986,4.43186,35.4
52.06189,5.07273,18.413793103448278
51.40754,5.44586,17.523529411764706
52.32872,4.90561,13.018181818181818
51.91139,4.43317,20.193103448275867
51.40503,5.45455,4.254545454545454
52.34335,4.85007,21.847058823529412
52.38899,4.86146,20.664705882352944
52.08992,4.25149,10.233333333333333
52.08007,4.28231,70.90909090909092
52.09326,5.1733,19.58048780487805
51.40554,5.44763,17.363636363636363
52.084,5.16626,84.92307692307692
51.40954,5.44854,37.72
52.32806,4.9058,14.23448275862069
51.88792,4.4315,13.2
52.10832,5.12867,69.27272727272728
52.07891,4.28805,14.41764705882353
51.95835,4.52094,28.305882352941175
52.0941,5.17281,33.78181818181818
51.94455,4.51976,29.875862068965517
52.05548,4.3214,21.82
52.10827,5.13734,27.839999999999996
52.34029,4.84426,35.47894736842105
51.46639,5.51826,39.75
52.09152,4.24464,36.86666666666667
51.4052,5.44764,29.160000000000004
51.40856,5.44733,71.53846153846153
52.05795,5.07406,26.495999999999995
52.10802,5.12909,27.599999999999998
51.90847,4.44079,38.256
51.40506,5.45199,32.355000000000004
51.47835,5.44903,52.76
52.07707,4.27914,25.68387096774193
52.11007,5.13587,24.26666666666667
52.08524,5.16435,20.777142857142856
52.08269,4.28878,20.08421052631579
51.88661,4.4319,15.728571428571428
51.95553,4.51925,40.05882352941177
51.40441,5.44991,23.06896551724138
52.36391,4.93405,16.645161290322577
52.03285,4.3378,28.9125
52.05996,5.06931,36.6
52.10866,5.13298,8.751724137931035
52.36073,4.90151,9.266666666666666
52.08441,5.16525,41.73529411764706
51.40946,5.45298,11.09189189189189
52.10879,5.13795,93.76363636363638
52.105,5.13672,3.771428571428572
51.95335,4.51978,31.2
51.95321,4.52503,15.076923076923077
51.95552,4.51689,29.644444444444442
52.10592,5.13248,22.711111111111112
52.0805,5.16352,30.660000000000004
51.88798,4.43324,21.268965517241377
52.09199,4.2457,110.475
51.42327,5.50398,54.54545454545455
51.90882,4.44034,28.26666666666667
51.40889,5.44941,20.383783783783784
51.42067,5.50847,71.01428571428572
51.94409,4.51601,96.65454545454546
51.4809,5.45409,12.566666666666666
52.11055,5.13026,67.425
52.08984,4.2457,36.694736842105264
52.40494,4.94659,13.010526315789475
51.40864,5.45428,25.17391304347826
52.33068,4.9073,27.292682926829265
51.88743,4.42706,20.629411764705882
51.91135,4.43733,27.77777777777778
51.95528,4.52313,33.06666666666667
51.91194,4.43548,7.023529411764706
52.34267,4.85069,12.02
51.9117,4.45779,26.9
52.02944,4.33277,54.4125
51.89913,4.49857,14.431578947368422
52.05736,5.07603,38.01818181818182
52.33904,4.84267,3.8341463414634145
51.40504,5.44431,24.756521739130434
52.09776,5.1799,5.8
52.04669,4.28844,14.164285714285715
51.91125,4.45812,33.46666666666667
52.09361,5.17759,21.104347826086954
