pickup_lat,pickup_lon,moneyPerHour
52.11264,5.09326,7.5777777777777775
52.3956,4.92486,5.221276595744681
52.3619,4.90972,7.425
52.13841,5.09741,17.33684210526316
52.13577,5.08777,12.32
51.96683,4.43846,15.08
51.44941,5.41626,5.949999999999999
52.02074,4.26876,7.857142857142858
52.08196,4.35362,6.73125
51.96076,4.45506,9.9
52.06637,4.3396,4.414285714285715
52.01908,4.26937,3.6692307692307686
51.39297,5.42011,8.375
52.13396,5.13932,10.272
51.88873,4.45396,11.971428571428573
51.39691,5.41921,7.235294117647058
52.11035,5.0895,15.176470588235293
51.96778,4.4477,21.927272727272726
52.13536,5.09391,4.7875
51.44457,5.41692,11.075
51.91973,4.41448,12.2
52.37115,4.88951,10.905882352941177
52.06978,5.15351,6.082758620689655
52.09369,4.31078,6.563636363636363
51.39453,5.42669,3.9555555555555557
52.10965,5.09495,3.6249999999999996
51.44666,5.41034,5.985365853658537
52.34774,4.92852,11.452173913043477
51.44422,5.42575,3.709090909090909
51.39428,5.41951,4.98
51.42125,5.47167,29.50909090909091
52.13697,5.14127,6.885714285714286
52.04141,5.0949,7.554545454545456
52.13283,5.14528,5.914285714285715
52.02155,4.2696,3.3066666666666666
52.41042,4.86363,11.191304347826087
51.97287,4.49987,34.275000000000006
52.13435,5.14824,8.957142857142856
51.45559,5.43734,8.34
52.36845,4.94542,4.587096774193548
52.36805,4.88873,8.321739130434782
52.10015,4.24894,4.584
52.06371,4.3399,3.8057142857142856
52.37284,4.89353,14.563636363636364
52.11305,5.15585,5.461224489795918
52.09835,4.2394,10.350000000000001
51.93398,4.43312,15.16
52.04472,5.1038,8.133333333333333
52.41212,4.86815,3.252
51.95993,4.53499,9.04
52.02722,4.28646,3.3209302325581396
52.13498,5.13967,8.593548387096774
51.39674,5.42181,13.266666666666667
51.40138,5.48157,21.166666666666668
51.45521,5.43225,6.062068965517241
52.09515,4.31163,4.3297297297297295
51.46195,5.42803,17.4
51.44599,5.41123,6.066666666666666
52.07308,5.1503,18.415384615384617
51.95647,4.53873,18.599999999999998
52.09764,4.31563,4.285714285714286
52.13913,5.06195,3.349090909090909
51.45853,5.43107,3.2538461538461534
52.09797,4.24125,5.151724137931035
52.11464,5.0881,9.99375
52.36956,4.9427,36.27272727272728
51.46049,5.43439,6.085714285714285
52.11168,5.14965,3.7116279069767444
51.96733,4.44242,10.12
51.8861,4.45247,17.400000000000002
51.44689,5.4218,7.907142857142857
52.34727,4.93262,5.304545454545455
51.97121,4.50074,5.935714285714286
52.10073,4.23973,5.584615384615384
51.96645,4.44483,5.645454545454546
51.93347,4.43047,8.297142857142857
52.13648,5.09503,5.541176470588236
52.09338,4.36342,9.4
52.04245,5.10185,22.6
51.90872,4.46521,6.144
52.10913,5.09756,7.1684210526315795
52.09791,4.36087,6.128571428571428
52.37068,4.8896,10.475
51.45935,5.43524,4.933333333333334
52.02108,4.26492,7.242857142857143
52.3674,4.94329,8.309090909090909
52.41086,4.86876,9.62857142857143
52.13196,5.14483,11.4
51.90764,4.47293,23.108571428571427
51.92425,4.41307,5.215384615384615
51.4608,5.42792,9.9
52.09854,4.24845,6.822222222222222
52.09752,4.31194,3.454054054054054
52.02716,4.28568,5.5777777777777775
51.44807,5.42212,5.573333333333333
51.90507,4.47149,7.096551724137932
52.04364,5.1007,5.470588235294118
51.44155,5.5373,5.054545454545454
52.13468,5.06156,7.052830188679245
52.14248,5.10332,14.185714285714285
52.03052,4.2833,16.745454545454546
51.96473,4.44433,5.571428571428571
52.07283,5.15832,9.381818181818183
52.09549,4.30798,14.178947368421055
52.37202,4.94205,8.799999999999999
51.93399,4.43237,13.7625
